ACTIONDATE,ACTIONTYPE,CANDIDATEID,CONTACTID,CREATEDATE,JOBID,NOTEFIRST100CHARS,NOTEID,USERID,api_fromDate,api_toDate
2020-11-19 16:28:00.0,Candidate Call,11112049076247,,2020-11-19 16:30:04.0,,spoke with - he thinks interview went really well today and is interested - he thinks they are going,362274490,1403411,2020-11-18,2020-11-19
2020-11-19 16:19:00.0,Candidate Call,12232740699484,,2020-11-19 16:20:16.0,,spoke with - went to Bonaventure - knows Russ at FL very well and considers him a friend - also know,362270979,1403411,2020-11-18,2020-11-19
2020-11-19 16:19:00.0,Candidate Call,11846039078425,,2020-11-19 16:20:13.0,14101466,spoke with him for Netspend- would not go further down than $180K. Lives in LA currently but would b,362270966,1424008,2020-11-18,2020-11-19
2020-11-19 16:18:00.0,Candidate Call,286080053484,,2020-11-19 16:18:35.0,14105430,"might have been submitted , sent over the JD to take a look ",362270390,1359813,2020-11-18,2020-11-19
2020-11-19 16:09:00.0,Candidate Call,12206199972779,,2020-11-19 16:09:51.0,,going to skillmarket,362267692,1445402,2020-11-18,2020-11-19
2020-11-19 15:46:00.0,Candidate Call,12232465588511,,2020-11-19 15:53:48.0,,spoke with - knows Cheryl Carney very well from working at Windstream - he is living in CT and is in,362260369,1403411,2020-11-18,2020-11-19
2020-11-19 15:49:00.0,Candidate Call,3420026461556,,2020-11-19 15:52:48.0,14029836,Rate is too low. 5-month contract is too short: he will have to search for another job again too soo,362260028,1470052,2020-11-18,2020-11-19
2020-11-19 15:50:00.0,Candidate Call,1582222557896,,2020-11-19 15:51:17.0,14105621,not strong with Selenium and writing scripts from scratch. Says he was using UDP which has VB backen,362259315,1424008,2020-11-18,2020-11-19
2020-11-19 15:33:00.0,Candidate Call,12206199972779,,2020-11-19 15:45:41.0,13858449,"project is ending middle of dec, have already done the cutover, wrapping up
GC holder
Tampa, FL pr",362256942,1445402,2020-11-18,2020-11-19
2020-11-19 15:40:00.0,Candidate Call,4721727671464,,2020-11-19 15:40:29.0,14105430,#not working,362255111,1359813,2020-11-18,2020-11-19
2020-11-19 15:36:00.0,Candidate Call,3323580058349,,2020-11-19 15:37:07.0,14105621,has not worked with VB or C# in quite some time. writing all automation in Java currently and Kotlin,362253866,1424008,2020-11-18,2020-11-19
2020-11-19 15:22:00.0,Candidate Call,2140815,,2020-11-19 15:22:59.0,14093964,mailbox not set up/email,362247661,1380008,2020-11-18,2020-11-19
2020-11-19 15:17:00.0,Candidate Call,2333925,,2020-11-19 15:20:01.0,14102589,"GC but prefers c2c at $90/hr
no tableau cert",362246775,1447792,2020-11-18,2020-11-19
2020-11-19 15:13:00.0,Candidate Call,6232996067816,,2020-11-19 15:17:01.0,,spoke with - he thought interview went well and is interested - they mentioned they would get back t,362245693,1403411,2020-11-18,2020-11-19
2020-11-19 15:13:00.0,Candidate Call,124658035681,,2020-11-19 15:14:08.0,14108679,Not on the market,362244805,1440064,2020-11-18,2020-11-19
2020-11-19 15:10:00.0,Candidate Call,12172967388787,,2020-11-19 15:10:45.0,14105621,C2C even though on H4-EAD. Lives in Leander ,362243120,1424008,2020-11-18,2020-11-19
2020-11-19 15:09:00.0,Candidate Call,12072610424333,,2020-11-19 15:09:30.0,14076830,sub at 50,362242751,1422281,2020-11-18,2020-11-19
2020-11-19 15:08:00.0,Candidate Call,12045518397804,,2020-11-19 15:08:54.0,14108679,Not on the market,362242583,1440064,2020-11-18,2020-11-19
2020-11-19 14:59:00.0,Candidate Call,11967692177061,,2020-11-19 15:06:56.0,,"interview debrief- let him know by Monday

30 minutes----
same link so he was interview someone e",362241948,1445402,2020-11-18,2020-11-19
2020-11-19 14:57:00.0,Candidate Call,3557449399159,,2020-11-19 15:00:55.0,,spoke with - still interested in being submitted again to FL Channel Manager position. He did previo,362240263,1403411,2020-11-18,2020-11-19
2020-11-19 14:44:00.0,Candidate Call,3520503973190,,2020-11-19 14:45:08.0,14085767,lvm/txt,362234643,1440691,2020-11-18,2020-11-19
2020-11-19 14:41:00.0,Candidate Call,7586861545536,,2020-11-19 14:43:27.0,14057099,"spoke with - good fit for Turner - living in Pittsburgh area - will relocate to Atlanta - GC Holder,",362234145,1403411,2020-11-18,2020-11-19
2020-11-19 14:41:00.0,Candidate Call,12231899523053,,2020-11-19 14:41:45.0,14091104,In Comm - he worked at UE before - seeking interest,362233542,1409440,2020-11-18,2020-11-19
2020-11-19 14:39:00.0,Candidate Call,1688756993921,,2020-11-19 14:39:28.0,14087331,vm / em,362232966,1451306,2020-11-18,2020-11-19
2020-11-19 14:30:00.0,Candidate Call,3564623898609,,2020-11-19 14:37:22.0,14040819,"was in the marines for 9 years and then got his associates in IT 

Bairds bakery - he traveled to ",362232221,1440874,2020-11-18,2020-11-19
2020-11-19 14:33:00.0,Candidate Call,12121139390582,,2020-11-19 14:33:57.0,14011186,LM/SE,362231085,1409440,2020-11-18,2020-11-19
2020-11-19 14:19:00.0,Candidate Call,12110227963517,,2020-11-19 14:22:44.0,14098326,"Lives in Ontario, CA  but open to commute to the Los Angeles area up to 40 miles
Targeting $25- 30 ",362224446,1470277,2020-11-18,2020-11-19
2020-11-19 14:13:00.0,Candidate Call,4774366292270,,2020-11-19 14:20:36.0,14102589,"THHS-- have not submitted with other vendors, but has been contact
USAA- contract is ending this mo",362222685,1445402,2020-11-18,2020-11-19
2020-11-19 14:14:00.0,Candidate Call,467383956968,,2020-11-19 14:14:22.0,14097820,lvm and txt ,362216719,1440874,2020-11-18,2020-11-19
2020-11-19 14:07:00.0,Candidate Call,5391758250278,,2020-11-19 14:07:24.0,14107036,Only looking for remote roles.,362211470,1470277,2020-11-18,2020-11-19
2020-11-19 14:06:00.0,Candidate Call,11294754656743,,2020-11-19 14:06:28.0,14094119,Target 45-50/hr ,362211150,1422281,2020-11-18,2020-11-19
2020-11-19 13:58:00.0,Candidate Call,2422467228261,,2020-11-19 14:05:47.0,14107036,"Lives in Las Vegas, NV 
Was working full-time at The Wynn but left due to a medical condition but i",362210360,1470277,2020-11-18,2020-11-19
2020-11-19 13:58:00.0,Candidate Call,11848239972710,,2020-11-19 13:58:45.0,14087331,sub at 40,362205862,1422281,2020-11-18,2020-11-19
2020-11-19 13:50:00.0,Candidate Call,3157122898838,,2020-11-19 13:50:35.0,14087331,vm / em,362202866,1451306,2020-11-18,2020-11-19
2020-11-19 13:49:00.0,Candidate Call,1926257,,2020-11-19 13:49:58.0,14105430,LVM/sent email ,362202546,1359813,2020-11-18,2020-11-19
2020-11-19 13:43:00.0,Candidate Call,203762498218,,2020-11-19 13:43:36.0,14105430,lvm/sent JD,362200403,1359813,2020-11-18,2020-11-19
2020-11-19 13:25:00.0,Candidate Call,10213382442062,,2020-11-19 13:25:52.0,14087331,vm / em,362194243,1451306,2020-11-18,2020-11-19
2020-11-19 13:15:00.0,Candidate Call,12204442486221,,2020-11-19 13:25:29.0,,"interview debrief- asked a lot of questions answered 90% of them, impressed with resume, thought cod",362193997,1445402,2020-11-18,2020-11-19
2020-11-19 13:23:00.0,Candidate Call,11847935742886,,2020-11-19 13:23:40.0,14105964,c2c,362193491,1457784,2020-11-18,2020-11-19
2020-11-19 13:16:00.0,Candidate Call,12154621464711,,2020-11-19 13:16:22.0,14105964,c2c,362190756,1457784,2020-11-18,2020-11-19
2020-11-19 13:13:00.0,Candidate Call,6259781143011,,2020-11-19 13:14:08.0,14087331,not interested.,362189618,1451306,2020-11-18,2020-11-19
2020-11-19 13:10:00.0,Candidate Call,11264711583024,,2020-11-19 13:11:04.0,14105964,c2c,362188686,1457784,2020-11-18,2020-11-19
2020-11-19 13:02:00.0,Candidate Call,11109474587187,,2020-11-19 13:08:37.0,,still available and interested in the EPROD role ,362187729,1380008,2020-11-18,2020-11-19
2020-11-19 13:06:00.0,Candidate Call,11687748327483,,2020-11-19 13:07:29.0,14102589,"contract $80hr (negotiable)
direct $160k",362187345,1447792,2020-11-18,2020-11-19
2020-11-19 13:06:00.0,Candidate Call,11687748327483,,2020-11-19 13:06:57.0,14102589,already applied 2 days ago,362187197,1447792,2020-11-18,2020-11-19
2020-11-19 13:02:00.0,Candidate Call,626544288362,,2020-11-19 13:04:44.0,14087331,vm / em,362186417,1451306,2020-11-18,2020-11-19
2020-11-19 13:04:00.0,Candidate Call,12198362919052,,2020-11-19 13:04:39.0,14105964,vm,362186398,1457784,2020-11-18,2020-11-19
2020-11-19 13:02:00.0,Candidate Call,11858763343987,,2020-11-19 13:02:51.0,14105964,vm,362185919,1457784,2020-11-18,2020-11-19
2020-11-19 13:00:00.0,Candidate Call,1140701185780,,2020-11-19 13:00:47.0,14045313,Vberry Verbally told him he was not selected for the IGT role,362185064,1095869,2020-11-18,2020-11-19
2020-11-19 12:59:00.0,Candidate Call,7866719375310,,2020-11-19 12:59:16.0,14105964,vm,362184413,1457784,2020-11-18,2020-11-19
2020-11-19 12:58:00.0,Candidate Call,12164704111673,,2020-11-19 12:58:17.0,14105964,c2c,362184138,1457784,2020-11-18,2020-11-19
2020-11-19 12:56:00.0,Candidate Call,5945609815262,,2020-11-19 12:57:51.0,,he is free at 11 a.m. tomorrow for interviews - may have some other flexibility with his schedule if,362183931,1403411,2020-11-18,2020-11-19
2020-11-19 12:56:00.0,Candidate Call,12158951992618,,2020-11-19 12:56:46.0,14093472,C2C,362183627,1445402,2020-11-18,2020-11-19
2020-11-19 12:55:00.0,Candidate Call,11109474587187,,2020-11-19 12:56:38.0,,Discussed the EPROD data scientist role and they might choose another candidate for perm but will wa,362183597,1361364,2020-11-18,2020-11-19
2020-11-19 12:50:00.0,Candidate Call,12155190718972,,2020-11-19 12:50:10.0,14105964,c2c,362181111,1457784,2020-11-18,2020-11-19
2020-11-19 12:45:00.0,Candidate Call,1720342961296,,2020-11-19 12:46:54.0,14045313,vberry told Andrew he was not selected for the IGT role,362180291,1095869,2020-11-18,2020-11-19
2020-11-19 12:39:00.0,Candidate Call,11899238213976,,2020-11-19 12:42:12.0,,spoke with - in Albany area - may be getting an offer tomorrow but is not sure - has been out of wor,362179033,1403411,2020-11-18,2020-11-19
2020-11-19 12:23:00.0,Candidate Call,10896332216923,,2020-11-19 12:35:29.0,14102589,"currently in dallas
already submitted her profile to THHS

Tableau- 7 year , PowerBi , Cognos- 2 ",362177260,1445402,2020-11-18,2020-11-19
2020-11-19 12:21:00.0,Candidate Call,6935095566434,,2020-11-19 12:26:03.0,14107027,"she had interviewed with Chris and another manager (it was a lady) 
interview: any time tomorrow 
",362173700,1440874,2020-11-18,2020-11-19
2020-11-19 12:24:00.0,Candidate Call,11699667523013,,2020-11-19 12:25:18.0,14102589,he was offered this role but he declined,362173299,1447792,2020-11-18,2020-11-19
2020-11-19 12:12:00.0,Candidate Call,600019282661,,2020-11-19 12:15:08.0,14016039,"it went well - said that the HM had one more interview 
still very interested - likes this position",362169658,1440874,2020-11-18,2020-11-19
2020-11-19 12:14:00.0,Candidate Call,5920279198621,,2020-11-19 12:15:05.0,14074276,Cleared for BF. $190k-$200k total comp,362169636,1419821,2020-11-18,2020-11-19
2020-11-19 12:02:00.0,Candidate Call,961753113272,,2020-11-19 12:04:10.0,14096589,"not working, was laid off due to COVID
was at $150K
soft skills - a little worried might not be a ",362165797,1359813,2020-11-18,2020-11-19
2020-11-19 12:00:00.0,Candidate Call,11195725812498,,2020-11-19 12:00:18.0,14093964,vm/email,362164714,1380008,2020-11-18,2020-11-19
2020-11-19 11:56:00.0,Candidate Call,8933305177779,,2020-11-19 11:57:47.0,,NIM- just accepted opportunity for SCI,362163993,1445402,2020-11-18,2020-11-19
2020-11-19 11:47:00.0,Candidate Call,3049134968037,,2020-11-19 11:50:53.0,14104102,she is at work - i emailed her the job description and we will connect later today at a better time,362158232,1440874,2020-11-18,2020-11-19
2020-11-19 11:42:00.0,Candidate Call,10134092146144,,2020-11-19 11:42:16.0,14094119,vm / em,362155525,1451306,2020-11-18,2020-11-19
2020-11-19 11:40:00.0,Candidate Call,11242008671475,,2020-11-19 11:40:57.0,14022214,"Please review the attached resume    Godswill Mbata for the Azure/SQL role at Fairway.

Qualificat",362155086,1470735,2020-11-18,2020-11-19
2020-11-19 11:39:00.0,Candidate Call,1086210119677,,2020-11-19 11:39:49.0,,"scheduled for a video interview tomorrow, 11/20/2020 at 10:30 with the Jeremy Jones, CIO ta Baker Co",362154678,1251538,2020-11-18,2020-11-19
2020-11-19 11:39:00.0,Candidate Call,522383391105,,2020-11-19 11:39:25.0,,spoke with - did interview prep and he is all set for tomorrow,362154547,1403411,2020-11-18,2020-11-19
2020-11-19 11:39:00.0,Candidate Call,9226552943922,,2020-11-19 11:39:12.0,14094119,vm / em,362154492,1451306,2020-11-18,2020-11-19
2020-11-19 11:34:00.0,Candidate Call,6232996067816,,2020-11-19 11:34:42.0,,did interview prep and he is all set for today,362152795,1403411,2020-11-18,2020-11-19
2020-11-19 11:21:00.0,Candidate Call,12231423435134,,2020-11-19 11:21:54.0,14107148,discussed Cognos Analytics Admin role,362147199,1108886,2020-11-18,2020-11-19
2020-11-19 11:21:00.0,Candidate Call,12231423435134,,2020-11-19 11:21:29.0,,"we spoke
she's here in GA!
2 weeks  notice
Lives in Marietta, GA
H4 EAD   
10/14
Basic admin ",362147019,1108886,2020-11-18,2020-11-19
2020-11-19 11:20:00.0,Candidate Call,11831742469941,,2020-11-19 11:20:52.0,14057099,On H1B - c2c only,362146808,1403411,2020-11-18,2020-11-19
2020-11-19 11:15:00.0,Candidate Call,10993843256769,,2020-11-19 11:16:28.0,13902382,"NIM, sending email for referral",362144070,1445402,2020-11-18,2020-11-19
2020-11-19 11:15:00.0,Candidate Call,12224493799502,,2020-11-19 11:15:55.0,14096643,scheduling a call with her for this afternoon.,362143865,1380008,2020-11-18,2020-11-19
2020-11-19 11:12:00.0,Candidate Call,12060637559633,,2020-11-19 11:12:58.0,13962871,minimum rate on C2C is $95/hr. Reaching out to determine if the lead role is still open,362142776,1440691,2020-11-18,2020-11-19
2020-11-19 11:12:00.0,Candidate Call,10059319238885,,2020-11-19 11:12:19.0,14094119,VM / EM,362142527,1451306,2020-11-18,2020-11-19
2020-11-19 11:00:00.0,Candidate Call,11981987831198,,2020-11-19 11:02:03.0,14107027,lvm and txt ,362138811,1440874,2020-11-18,2020-11-19
2020-11-19 11:01:00.0,Candidate Call,12025778665936,,2020-11-19 11:01:38.0,14094119,vm / em,362138692,1451306,2020-11-18,2020-11-19
2020-11-19 10:58:00.0,Candidate Call,11242959963994,,2020-11-19 10:58:58.0,14094119,vm / em,362137716,1451306,2020-11-18,2020-11-19
2020-11-19 10:15:00.0,Candidate Call,12209413146721,,2020-11-19 10:40:56.0,13827946,"darktrace- ran into them at a couple tradeshows
have not applied

last 3 years working at manufac",362131190,1445402,2020-11-18,2020-11-19
2020-11-19 10:40:00.0,Candidate Call,5967322271830,,2020-11-19 10:40:19.0,14107027,lvm and txt ,362130988,1440874,2020-11-18,2020-11-19
2020-11-19 10:33:00.0,Candidate Call,4549451169909,,2020-11-19 10:34:13.0,14074276,Cleared for BF. $160k-$175k total comp,362127796,1419821,2020-11-18,2020-11-19
2020-11-19 10:24:00.0,Candidate Call,4916238371095,,2020-11-19 10:25:10.0,14105430,"C2C, said he always gets submitted but never hears back
seeking 90/hr. C2C",362124868,1359813,2020-11-18,2020-11-19
2020-11-19 10:12:00.0,Candidate Call,10860108751416,,2020-11-19 10:14:08.0,,got converted ,362120935,1440874,2020-11-18,2020-11-19
2020-11-19 10:10:00.0,Candidate Call,197053930855,,2020-11-19 10:12:38.0,13864353,I spoke with Jeff today. He is interested in Fiserv. He sent me a R2R for 3771 but we a checking to ,362120376,1445360,2020-11-18,2020-11-19
2020-11-19 10:09:00.0,Candidate Call,4571112569670,,2020-11-19 10:09:51.0,14107027,lvm and txt ,362119468,1440874,2020-11-18,2020-11-19
2020-11-19 10:01:00.0,Candidate Call,12091086753344,,2020-11-19 10:01:32.0,,spoke with - let her know GWRR is passing on her,362116673,1403411,2020-11-18,2020-11-19
2020-11-19 09:51:00.0,Candidate Call,10813506959457,,2020-11-19 09:58:29.0,14102589,"in between contracts
dashboard development, 1 year, training high school for2 years
open to reloca",362115535,1445402,2020-11-18,2020-11-19
2020-11-19 09:54:00.0,Candidate Call,5945609815262,,2020-11-19 09:54:50.0,,spoke with - he thought interview went well yesterday and is interested. Mark mentioned setting him ,362114430,1403411,2020-11-18,2020-11-19
2020-11-18 19:46:00.0,Candidate Call,8565100580444,,2020-11-18 19:46:49.0,14011464,C2C only H1B,362077790,1409440,2020-11-18,2020-11-19
2020-11-18 19:45:00.0,Candidate Call,8565100580444,,2020-11-18 19:45:23.0,14011464,LM/SE,362077723,1409440,2020-11-18,2020-11-19
2020-11-18 19:44:00.0,Candidate Call,10257245914106,,2020-11-18 19:44:28.0,14011464,LM/SE,362077703,1409440,2020-11-18,2020-11-19
2020-11-18 19:40:00.0,Candidate Call,11313015353895,,2020-11-18 19:40:45.0,14011464,LM/SE,362077581,1409440,2020-11-18,2020-11-19
2020-11-18 19:18:00.0,Candidate Call,5415013085378,,2020-11-18 19:19:02.0,14011464,LM/SE,362076555,1409440,2020-11-18,2020-11-19
2020-11-18 19:08:00.0,Candidate Call,10017407334946,,2020-11-18 19:15:31.0,14091104,"work auth: F1 OPT (July 2021) - 2 more extensions.

M: flexible
O: open to contract W2
A:
T: op",362076397,1470052,2020-11-18,2020-11-19
2020-11-18 18:42:00.0,Candidate Call,7406093049552,,2020-11-18 18:43:34.0,14011464,LM/SE,362074032,1409440,2020-11-18,2020-11-19
2020-11-18 18:26:00.0,Candidate Call,12094908626710,,2020-11-18 18:26:49.0,14101466,"Please consider Felicia Hearing for the Enterprise Portfolio Manager opening with Netspend. 

  Fe",362072347,1424008,2020-11-18,2020-11-19
2020-11-18 17:48:00.0,Candidate Call,12227342481939,,2020-11-18 17:49:36.0,14091104,Not interested - he's more of an Ellectrical Engineer with Bose - he wont be able to integrate well ,362065794,1409440,2020-11-18,2020-11-19
